sampleName	isolationSource	collectionDate	geoLocName	latitude	longitude	amrResGenes	predictedSir	dangerZone	sampleAnalysisType	temperature	ph	tds	dissolvedO2	ec	isolateId	organism	collectedBy	sequenceName	coverage
APR-005	River Water	2024-06-10	Wonderboom - Apies River	-25.69	28.187	blaNDM-1, mcr-1	Resistant	red	16S rRNA	15.43	6.73	797	8.25	1236	ISO-2026-23-3	Pseudomonas aeruginosa	Automated Script	Contig_23	85.9
APR-006	River Water	2024-06-10	Pretoria North - Apies River	-25.67	28.187	ampC_intrinsic	Susceptible	green	16S rRNA	17.21	7.24	373	7.36	578	ISO-2026-23-4	Pseudomonas aeruginosa	Automated Script	Contig_23	96.5
APR-002	River Water	2024-06-17	Groenkloof - Apies River	-25.78	28.1957	vanA, mecA	Resistant	red	16S rRNA	17.15	5.97	541	8.20	839	ISO-2026-24-0	Enterococcus faecalis	Automated Script	Contig_24	88.2
APR-003	River Water	2024-06-17	Pretoria CBD	-25.746	28.201	blaNDM-1, mcr-1	Resistant	red	16S rRNA	15.46	7.09	417	7.66	646	ISO-2026-24-1	E. coli	Automated Script	Contig_24	95.2
APR-004	River Water	2024-06-17	Pretoria Zoo - Apies River	-25.735	28.188	blaNDM-1, mcr-1	Resistant	red	16S rRNA	16.76	6.14	582	8.27	901	ISO-2026-24-2	Klebsiella pneumoniae	Automated Script	Contig_24	85.8
APR-005	River Water	2024-06-17	Wonderboom - Apies River	-25.69	28.187	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	15.48	6.73	432	8.63	670	ISO-2026-24-3	E. coli	Automated Script	Contig_24	89.8
APR-006	River Water	2024-06-17	Pretoria North - Apies River	-25.67	28.187	acrB, tolC	Susceptible	green	16S rRNA	15.78	7.03	373	8.37	579	ISO-2026-24-4	Pseudomonas aeruginosa	Automated Script	Contig_24	93.2
APR-002	River Water	2024-06-24	Groenkloof - Apies River	-25.78	28.1957	vanA, mecA	Resistant	red	16S rRNA	16.45	6.30	526	8.10	815	ISO-2026-25-0	Klebsiella pneumoniae	Automated Script	Contig_25	91.0
APR-003	River Water	2024-06-24	Pretoria CBD	-25.746	28.201	vanA, mecA	Resistant	red	16S rRNA	15.40	6.95	411	7.73	638	ISO-2026-25-1	Klebsiella pneumoniae	Automated Script	Contig_25	94.8
APR-004	River Water	2024-06-24	Pretoria Zoo - Apies River	-25.735	28.188	blaNDM-1, mcr-1	Resistant	red	16S rRNA	15.06	6.25	571	8.41	885	ISO-2026-25-2	Enterococcus faecalis	Automated Script	Contig_25	93.7
APR-005	River Water	2024-06-24	Wonderboom - Apies River	-25.69	28.187	vanA, mecA	Resistant	red	16S rRNA	16.54	6.70	436	7.38	675	ISO-2026-25-3	Enterococcus faecalis	Automated Script	Contig_25	88.0
APR-006	River Water	2024-06-24	Pretoria North - Apies River	-25.67	28.187	qnrS1, strA	Intermediate	yellow	16S rRNA	16.06	7.06	347	7.58	538	ISO-2026-25-4	Pseudomonas aeruginosa	Automated Script	Contig_25	87.6
APR-002	River Water	2024-07-01	Groenkloof - Apies River	-25.78	28.1957	blaNDM-1, mcr-1	Resistant	red	16S rRNA	16.09	6.20	543	7.68	841	ISO-2026-26-0	Enterococcus faecalis	Automated Script	Contig_26	85.4
APR-003	River Water	2024-07-01	Pretoria CBD	-25.746	28.201	acrB, tolC	Susceptible	green	16S rRNA	15.47	6.90	429	7.71	665	ISO-2026-26-1	E. coli	Automated Script	Contig_26	88.7
APR-004	River Water	2024-07-01	Pretoria Zoo - Apies River	-25.735	28.188	vanA, mecA	Resistant	red	16S rRNA	16.29	6.17	566	7.68	878	ISO-2026-26-2	Pseudomonas aeruginosa	Automated Script	Contig_26	98.4
APR-005	River Water	2024-07-01	Wonderboom - Apies River	-25.69	28.187	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	15.64	6.75	447	7.97	692	ISO-2026-26-3	E. coli	Automated Script	Contig_26	92.0
APR-006	River Water	2024-07-01	Pretoria North - Apies River	-25.67	28.187	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	16.17	7.27	362	8.19	561	ISO-2026-26-4	Pseudomonas aeruginosa	Automated Script	Contig_26	93.7
APR-002	River Water	2024-07-08	Groenkloof - Apies River	-25.78	28.1957	blaNDM-1, mcr-1	Resistant	red	16S rRNA	16.29	6.06	517	8.05	802	ISO-2026-27-0	Enterococcus faecalis	Automated Script	Contig_27	92.7
APR-003	River Water	2024-07-08	Pretoria CBD	-25.746	28.201	acrB, tolC	Susceptible	green	16S rRNA	16.60	7.12	837	7.41	1297	ISO-2026-27-1	Pseudomonas aeruginosa	Automated Script	Contig_27	96.6
APR-004	River Water	2024-07-08	Pretoria Zoo - Apies River	-25.735	28.188	vanA, mecA	Resistant	red	16S rRNA	15.55	6.00	578	8.59	896	ISO-2026-27-2	E. coli	Automated Script	Contig_27	86.5
APR-005	River Water	2024-07-08	Wonderboom - Apies River	-25.69	28.187	vanA, mecA	Resistant	red	16S rRNA	15.96	6.70	793	8.00	1228	ISO-2026-27-3	Enterococcus faecalis	Automated Script	Contig_27	95.1
APR-006	River Water	2024-07-08	Pretoria North - Apies River	-25.67	28.187	ampC_intrinsic	Susceptible	green	16S rRNA	15.28	7.02	635	8.67	985	ISO-2026-27-4	E. coli	Automated Script	Contig_27	94.4
APR-002	River Water	2024-07-15	Groenkloof - Apies River	-25.78	28.1957	qnrS1, strA	Intermediate	yellow	16S rRNA	15.93	6.04	537	8.47	832	ISO-2026-28-0	Pseudomonas aeruginosa	Automated Script	Contig_28	94.0
APR-003	River Water	2024-07-15	Pretoria CBD	-25.746	28.201	vanA, mecA	Resistant	red	16S rRNA	16.54	7.15	424	8.00	658	ISO-2026-28-1	Klebsiella pneumoniae	Automated Script	Contig_28	95.7
APR-004	River Water	2024-07-15	Pretoria Zoo - Apies River	-25.735	28.188	vanA, mecA	Resistant	red	16S rRNA	15.57	6.05	581	8.56	900	ISO-2026-28-2	Klebsiella pneumoniae	Automated Script	Contig_28	94.3
APR-005	River Water	2024-07-15	Wonderboom - Apies River	-25.69	28.187	qnrS1, strA	Intermediate	yellow	16S rRNA	17.16	6.41	440	7.29	683	ISO-2026-28-3	E. coli	Automated Script	Contig_28	88.5
APR-006	River Water	2024-07-15	Pretoria North - Apies River	-25.67	28.187	vanA, mecA	Resistant	red	16S rRNA	16.93	7.27	360	7.28	558	ISO-2026-28-4	Enterococcus faecalis	Automated Script	Contig_28	89.9
APR-002	River Water	2024-07-22	Groenkloof - Apies River	-25.78	28.1957	vanA, mecA	Resistant	red	16S rRNA	17.34	6.08	900	7.73	1395	ISO-2026-29-0	E. coli	Automated Script	Contig_29	87.7
APR-003	River Water	2024-07-22	Pretoria CBD	-25.746	28.201	ampC_intrinsic	Susceptible	green	16S rRNA	16.65	6.92	405	7.41	628	ISO-2026-29-1	Pseudomonas aeruginosa	Automated Script	Contig_29	90.0
APR-004	River Water	2024-07-22	Pretoria Zoo - Apies River	-25.735	28.188	blaNDM-1, mcr-1	Resistant	red	16S rRNA	16.18	6.06	572	7.61	886	ISO-2026-29-2	E. coli	Automated Script	Contig_29	89.7
APR-005	River Water	2024-07-22	Wonderboom - Apies River	-25.69	28.187	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	16.15	6.54	453	8.32	702	ISO-2026-29-3	E. coli	Automated Script	Contig_29	93.4
APR-006	River Water	2024-07-22	Pretoria North - Apies River	-25.67	28.187	acrB, tolC	Susceptible	green	16S rRNA	16.61	7.11	346	8.17	536	ISO-2026-29-4	E. coli	Automated Script	Contig_29	94.1
APR-002	River Water	2024-07-29	Groenkloof - Apies River	-25.78	28.1957	vanA, mecA	Resistant	red	16S rRNA	16.30	6.20	544	7.82	843	ISO-2026-30-0	Klebsiella pneumoniae	Automated Script	Contig_30	99.4
APR-003	River Water	2024-07-29	Pretoria CBD	-25.746	28.201	blaNDM-1, mcr-1	Resistant	red	16S rRNA	17.00	7.05	421	7.66	653	ISO-2026-30-1	Enterococcus faecalis	Automated Script	Contig_30	93.6
APR-004	River Water	2024-07-29	Pretoria Zoo - Apies River	-25.735	28.188	blaNDM-1, mcr-1	Resistant	red	16S rRNA	16.25	6.23	551	7.60	855	ISO-2026-30-2	Pseudomonas aeruginosa	Automated Script	Contig_30	93.5
APR-005	River Water	2024-07-29	Wonderboom - Apies River	-25.69	28.187	vanA, mecA	Resistant	red	16S rRNA	16.62	6.68	434	7.59	672	ISO-2026-30-3	Pseudomonas aeruginosa	Automated Script	Contig_30	98.9
APR-006	River Water	2024-07-29	Pretoria North - Apies River	-25.67	28.187	qnrS1, strA	Intermediate	yellow	16S rRNA	17.53	7.38	771	7.40	1196	ISO-2026-30-4	Pseudomonas aeruginosa	Automated Script	Contig_30	96.0
APR-002	River Water	2024-08-05	Groenkloof - Apies River	-25.78	28.1957	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	16.29	6.06	557	7.65	864	ISO-2026-31-0	Klebsiella pneumoniae	Automated Script	Contig_31	93.5
APR-003	River Water	2024-08-05	Pretoria CBD	-25.746	28.201	blaNDM-1, mcr-1	Resistant	red	16S rRNA	16.98	6.98	422	7.96	654	ISO-2026-31-1	Pseudomonas aeruginosa	Automated Script	Contig_31	97.0
APR-004	River Water	2024-08-05	Pretoria Zoo - Apies River	-25.735	28.188	qnrS1, strA	Intermediate	yellow	16S rRNA	17.60	6.02	601	7.59	932	ISO-2026-31-2	E. coli	Automated Script	Contig_31	97.9
APR-005	River Water	2024-08-05	Wonderboom - Apies River	-25.69	28.187	ampC_intrinsic	Susceptible	green	16S rRNA	16.17	6.53	451	8.25	699	ISO-2026-31-3	E. coli	Automated Script	Contig_31	91.4
APR-006	River Water	2024-08-05	Pretoria North - Apies River	-25.67	28.187	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	17.81	7.25	358	7.95	555	ISO-2026-31-4	Pseudomonas aeruginosa	Automated Script	Contig_31	86.9
APR-002	River Water	2024-08-12	Groenkloof - Apies River	-25.78	28.1957	vanA, mecA	Resistant	red	16S rRNA	17.91	6.23	515	7.55	799	ISO-2026-32-0	Klebsiella pneumoniae	Automated Script	Contig_32	97.9
APR-003	River Water	2024-08-12	Pretoria CBD	-25.746	28.201	qnrS1, strA	Intermediate	yellow	16S rRNA	18.10	7.04	438	7.28	679	ISO-2026-32-1	Enterococcus faecalis	Automated Script	Contig_32	88.6
APR-004	River Water	2024-08-12	Pretoria Zoo - Apies River	-25.735	28.188	blaNDM-1, mcr-1	Resistant	red	16S rRNA	17.86	6.09	552	7.48	855	ISO-2026-32-2	Klebsiella pneumoniae	Automated Script	Contig_32	95.0
APR-005	River Water	2024-08-12	Wonderboom - Apies River	-25.69	28.187	ampC_intrinsic	Susceptible	green	16S rRNA	18.21	6.40	443	7.74	687	ISO-2026-32-3	Enterococcus faecalis	Automated Script	Contig_32	94.9
APR-006	River Water	2024-08-12	Pretoria North - Apies River	-25.67	28.187	blaNDM-1, mcr-1	Resistant	red	16S rRNA	16.92	7.24	352	7.52	546	ISO-2026-32-4	Klebsiella pneumoniae	Automated Script	Contig_32	90.1
APR-002	River Water	2024-08-19	Groenkloof - Apies River	-25.78	28.1957	blaNDM-1, mcr-1	Resistant	red	16S rRNA	18.12	5.93	553	7.71	857	ISO-2026-33-0	Pseudomonas aeruginosa	Automated Script	Contig_33	90.1
APR-003	River Water	2024-08-19	Pretoria CBD	-25.746	28.201	vanA, mecA	Resistant	red	16S rRNA	18.18	7.05	423	7.41	655	ISO-2026-33-1	Enterococcus faecalis	Automated Script	Contig_33	98.0
APR-004	River Water	2024-08-19	Pretoria Zoo - Apies River	-25.735	28.188	blaNDM-1, mcr-1	Resistant	red	16S rRNA	17.77	6.02	547	7.42	848	ISO-2026-33-2	Enterococcus faecalis	Automated Script	Contig_33	94.1
APR-005	River Water	2024-08-19	Wonderboom - Apies River	-25.69	28.187	acrB, tolC	Susceptible	green	16S rRNA	17.70	6.61	448	7.65	695	ISO-2026-33-3	E. coli	Automated Script	Contig_33	93.8
APR-006	River Water	2024-08-19	Pretoria North - Apies River	-25.67	28.187	acrB, tolC	Susceptible	green	16S rRNA	17.62	7.36	368	7.58	571	ISO-2026-33-4	Pseudomonas aeruginosa	Automated Script	Contig_33	91.7
APR-002	River Water	2024-08-26	Groenkloof - Apies River	-25.78	28.1957	blaNDM-1, mcr-1	Resistant	red	16S rRNA	19.37	6.18	540	7.44	837	ISO-2026-34-0	E. coli	Automated Script	Contig_34	91.0
APR-003	River Water	2024-08-26	Pretoria CBD	-25.746	28.201	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	17.77	6.89	936	7.92	1451	ISO-2026-34-1	Enterococcus faecalis	Automated Script	Contig_34	92.7
APR-004	River Water	2024-08-26	Pretoria Zoo - Apies River	-25.735	28.188	blaNDM-1, mcr-1	Resistant	red	16S rRNA	18.21	6.13	597	7.04	925	ISO-2026-34-2	Enterococcus faecalis	Automated Script	Contig_34	87.2
APR-005	River Water	2024-08-26	Wonderboom - Apies River	-25.69	28.187	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	18.46	6.77	1078	7.03	1671	ISO-2026-34-3	Klebsiella pneumoniae	Automated Script	Contig_34	92.6
APR-006	River Water	2024-08-26	Pretoria North - Apies River	-25.67	28.187	acrB, tolC	Susceptible	green	16S rRNA	19.30	7.28	359	7.56	556	ISO-2026-34-4	Klebsiella pneumoniae	Automated Script	Contig_34	86.7
APR-002	River Water	2024-09-02	Groenkloof - Apies River	-25.78	28.1957	blaNDM-1, mcr-1	Resistant	red	16S rRNA	19.01	6.23	542	6.75	841	ISO-2026-35-0	E. coli	Automated Script	Contig_35	86.1
APR-003	River Water	2024-09-02	Pretoria CBD	-25.746	28.201	blaNDM-1, mcr-1	Resistant	red	16S rRNA	20.17	6.94	406	7.21	629	ISO-2026-35-1	Pseudomonas aeruginosa	Automated Script	Contig_35	89.4
APR-004	River Water	2024-09-02	Pretoria Zoo - Apies River	-25.735	28.188	vanA, mecA	Resistant	red	16S rRNA	19.18	6.28	557	7.51	864	ISO-2026-35-2	Pseudomonas aeruginosa	Automated Script	Contig_35	87.1
APR-005	River Water	2024-09-02	Wonderboom - Apies River	-25.69	28.187	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	19.14	6.60	452	6.93	701	ISO-2026-35-3	E. coli	Automated Script	Contig_35	92.3
APR-006	River Water	2024-09-02	Pretoria North - Apies River	-25.67	28.187	blaNDM-1, mcr-1	Resistant	red	16S rRNA	19.40	7.31	371	6.78	575	ISO-2026-35-4	Klebsiella pneumoniae	Automated Script	Contig_35	85.4
APR-002	River Water	2024-09-09	Groenkloof - Apies River	-25.78	28.1957	vanA, mecA	Resistant	red	16S rRNA	20.58	6.18	518	7.32	803	ISO-2026-36-0	Pseudomonas aeruginosa	Automated Script	Contig_36	89.3
APR-003	River Water	2024-09-09	Pretoria CBD	-25.746	28.201	qnrS1, strA	Intermediate	yellow	16S rRNA	19.43	7.15	408	7.37	632	ISO-2026-36-1	Pseudomonas aeruginosa	Automated Script	Contig_36	87.2
APR-004	River Water	2024-09-09	Pretoria Zoo - Apies River	-25.735	28.188	acrB, tolC	Susceptible	green	16S rRNA	20.18	6.06	587	7.15	910	ISO-2026-36-2	Klebsiella pneumoniae	Automated Script	Contig_36	91.0
APR-005	River Water	2024-09-09	Wonderboom - Apies River	-25.69	28.187	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	20.73	6.69	435	6.39	674	ISO-2026-36-3	Pseudomonas aeruginosa	Automated Script	Contig_36	98.6
APR-006	River Water	2024-09-09	Pretoria North - Apies River	-25.67	28.187	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	20.04	7.40	375	7.36	582	ISO-2026-36-4	Pseudomonas aeruginosa	Automated Script	Contig_36	93.1
APR-002	River Water	2024-09-16	Groenkloof - Apies River	-25.78	28.1957	vanA, mecA	Resistant	red	16S rRNA	20.92	6.16	527	6.89	817	ISO-2026-37-0	E. coli	Automated Script	Contig_37	94.8
APR-003	River Water	2024-09-16	Pretoria CBD	-25.746	28.201	vanA, mecA	Resistant	red	16S rRNA	21.12	6.82	801	6.71	1241	ISO-2026-37-1	Pseudomonas aeruginosa	Automated Script	Contig_37	89.7
APR-004	River Water	2024-09-16	Pretoria Zoo - Apies River	-25.735	28.188	vanA, mecA	Resistant	red	16S rRNA	21.54	6.30	598	6.85	926	ISO-2026-37-2	Enterococcus faecalis	Automated Script	Contig_37	89.5
APR-005	River Water	2024-09-16	Wonderboom - Apies River	-25.69	28.187	acrB, tolC	Susceptible	green	16S rRNA	20.77	6.63	437	7.31	678	ISO-2026-37-3	Klebsiella pneumoniae	Automated Script	Contig_37	95.1
APR-006	River Water	2024-09-16	Pretoria North - Apies River	-25.67	28.187	ampC_intrinsic	Susceptible	green	16S rRNA	20.64	7.16	706	6.76	1095	ISO-2026-37-4	Klebsiella pneumoniae	Automated Script	Contig_37	90.7
APR-002	River Water	2024-09-23	Groenkloof - Apies River	-25.78	28.1957	blaNDM-1, mcr-1	Resistant	red	16S rRNA	20.46	6.00	515	7.35	798	ISO-2026-38-0	Klebsiella pneumoniae	Automated Script	Contig_38	87.0
APR-003	River Water	2024-09-23	Pretoria CBD	-25.746	28.201	acrB, tolC	Susceptible	green	16S rRNA	21.94	7.16	436	6.99	675	ISO-2026-38-1	Pseudomonas aeruginosa	Automated Script	Contig_38	98.4
APR-004	River Water	2024-09-23	Pretoria Zoo - Apies River	-25.735	28.188	blaNDM-1, mcr-1	Resistant	red	16S rRNA	20.82	6.01	553	7.13	857	ISO-2026-38-2	Klebsiella pneumoniae	Automated Script	Contig_38	88.0
APR-005	River Water	2024-09-23	Wonderboom - Apies River	-25.69	28.187	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	20.73	6.42	436	7.03	676	ISO-2026-38-3	Pseudomonas aeruginosa	Automated Script	Contig_38	96.2
APR-006	River Water	2024-09-23	Pretoria North - Apies River	-25.67	28.187	ampC_intrinsic	Susceptible	green	16S rRNA	21.91	7.36	351	6.33	544	ISO-2026-38-4	E. coli	Automated Script	Contig_38	88.6
APR-002	River Water	2024-09-30	Groenkloof - Apies River	-25.78	28.1957	vanA, mecA	Resistant	red	16S rRNA	22.62	6.15	518	6.44	803	ISO-2026-39-0	Klebsiella pneumoniae	Automated Script	Contig_39	86.6
APR-003	River Water	2024-09-30	Pretoria CBD	-25.746	28.201	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	22.72	6.90	411	6.17	637	ISO-2026-39-1	Klebsiella pneumoniae	Automated Script	Contig_39	89.9
APR-004	River Water	2024-09-30	Pretoria Zoo - Apies River	-25.735	28.188	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	22.79	6.27	587	6.63	910	ISO-2026-39-2	Pseudomonas aeruginosa	Automated Script	Contig_39	86.6
APR-005	River Water	2024-09-30	Wonderboom - Apies River	-25.69	28.187	ampC_intrinsic	Susceptible	green	16S rRNA	21.17	6.47	457	6.98	709	ISO-2026-39-3	Enterococcus faecalis	Automated Script	Contig_39	97.9
APR-006	River Water	2024-09-30	Pretoria North - Apies River	-25.67	28.187	ampC_intrinsic	Susceptible	green	16S rRNA	21.73	7.18	856	6.71	1327	ISO-2026-39-4	Klebsiella pneumoniae	Automated Script	Contig_39	97.2
APR-002	River Water	2024-10-07	Groenkloof - Apies River	-25.78	28.1957	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	22.12	6.18	509	6.05	788	ISO-2026-40-0	E. coli	Automated Script	Contig_40	96.3
APR-003	River Water	2024-10-07	Pretoria CBD	-25.746	28.201	qnrS1, strA	Intermediate	yellow	16S rRNA	22.20	7.20	436	6.87	675	ISO-2026-40-1	Klebsiella pneumoniae	Automated Script	Contig_40	93.1
APR-004	River Water	2024-10-07	Pretoria Zoo - Apies River	-25.735	28.188	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	23.31	6.17	586	6.30	909	ISO-2026-40-2	E. coli	Automated Script	Contig_40	86.4
APR-005	River Water	2024-10-07	Wonderboom - Apies River	-25.69	28.187	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	23.23	6.71	467	6.68	724	ISO-2026-40-3	Enterococcus faecalis	Automated Script	Contig_40	86.7
APR-006	River Water	2024-10-07	Pretoria North - Apies River	-25.67	28.187	qnrS1, strA	Intermediate	yellow	16S rRNA	22.94	7.00	355	6.51	550	ISO-2026-40-4	Pseudomonas aeruginosa	Automated Script	Contig_40	99.2
APR-002	River Water	2024-10-14	Groenkloof - Apies River	-25.78	28.1957	acrB, tolC	Susceptible	green	16S rRNA	23.12	6.27	545	6.52	844	ISO-2026-41-0	Enterococcus faecalis	Automated Script	Contig_41	93.4
APR-003	River Water	2024-10-14	Pretoria CBD	-25.746	28.201	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	22.78	7.09	420	6.55	651	ISO-2026-41-1	E. coli	Automated Script	Contig_41	89.5
APR-004	River Water	2024-10-14	Pretoria Zoo - Apies River	-25.735	28.188	blaNDM-1, mcr-1	Resistant	red	16S rRNA	23.34	6.15	562	5.75	871	ISO-2026-41-2	E. coli	Automated Script	Contig_41	90.0
APR-005	River Water	2024-10-14	Wonderboom - Apies River	-25.69	28.187	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	24.39	6.41	453	5.58	703	ISO-2026-41-3	Klebsiella pneumoniae	Automated Script	Contig_41	94.5
APR-006	River Water	2024-10-14	Pretoria North - Apies River	-25.67	28.187	blaNDM-1, mcr-1	Resistant	red	16S rRNA	23.29	7.07	361	6.30	559	ISO-2026-41-4	Klebsiella pneumoniae	Automated Script	Contig_41	87.6
APR-002	River Water	2024-10-21	Groenkloof - Apies River	-25.78	28.1957	qnrS1, strA	Intermediate	yellow	16S rRNA	23.77	6.23	1235	6.13	1914	ISO-2026-42-0	E. coli	Automated Script	Contig_42	88.6
APR-003	River Water	2024-10-21	Pretoria CBD	-25.746	28.201	ampC_intrinsic	Susceptible	green	16S rRNA	24.72	6.88	409	5.32	635	ISO-2026-42-1	Klebsiella pneumoniae	Automated Script	Contig_42	97.3
APR-004	River Water	2024-10-21	Pretoria Zoo - Apies River	-25.735	28.188	vanA, mecA	Resistant	red	16S rRNA	25.00	6.35	572	5.62	886	ISO-2026-42-2	E. coli	Automated Script	Contig_42	94.6
APR-005	River Water	2024-10-21	Wonderboom - Apies River	-25.69	28.187	ampC_intrinsic	Susceptible	green	16S rRNA	24.44	6.74	468	6.18	725	ISO-2026-42-3	Enterococcus faecalis	Automated Script	Contig_42	90.4
APR-006	River Water	2024-10-21	Pretoria North - Apies River	-25.67	28.187	qnrS1, strA	Intermediate	yellow	16S rRNA	23.68	7.16	360	6.22	558	ISO-2026-42-4	Enterococcus faecalis	Automated Script	Contig_42	86.3
APR-002	River Water	2024-10-28	Groenkloof - Apies River	-25.78	28.1957	vanA, mecA	Resistant	red	16S rRNA	25.51	6.22	520	5.13	807	ISO-2026-43-0	Klebsiella pneumoniae	Automated Script	Contig_43	89.3
APR-003	River Water	2024-10-28	Pretoria CBD	-25.746	28.201	vanA, mecA	Resistant	red	16S rRNA	24.69	6.99	422	5.51	654	ISO-2026-43-1	Klebsiella pneumoniae	Automated Script	Contig_43	85.9
APR-004	River Water	2024-10-28	Pretoria Zoo - Apies River	-25.735	28.188	blaNDM-1, mcr-1	Resistant	red	16S rRNA	25.74	6.37	564	5.34	875	ISO-2026-43-2	Pseudomonas aeruginosa	Automated Script	Contig_43	87.5
APR-005	River Water	2024-10-28	Wonderboom - Apies River	-25.69	28.187	vanA, mecA	Resistant	red	16S rRNA	25.04	6.77	438	6.09	678	ISO-2026-43-3	Klebsiella pneumoniae	Automated Script	Contig_43	97.7
APR-006	River Water	2024-10-28	Pretoria North - Apies River	-25.67	28.187	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	24.68	7.34	370	6.14	573	ISO-2026-43-4	Enterococcus faecalis	Automated Script	Contig_43	86.3
APR-002	River Water	2024-11-04	Groenkloof - Apies River	-25.78	28.1957	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	25.67	6.00	523	5.37	810	ISO-2026-44-0	Klebsiella pneumoniae	Automated Script	Contig_44	91.4
APR-003	River Water	2024-11-04	Pretoria CBD	-25.746	28.201	vanA, mecA	Resistant	red	16S rRNA	25.57	7.19	441	5.61	683	ISO-2026-44-1	Klebsiella pneumoniae	Automated Script	Contig_44	85.8
APR-004	River Water	2024-11-04	Pretoria Zoo - Apies River	-25.735	28.188	blaNDM-1, mcr-1	Resistant	red	16S rRNA	25.94	6.17	582	5.88	902	ISO-2026-44-2	Klebsiella pneumoniae	Automated Script	Contig_44	95.0
APR-005	River Water	2024-11-04	Wonderboom - Apies River	-25.69	28.187	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	26.14	6.76	451	5.38	699	ISO-2026-44-3	Klebsiella pneumoniae	Automated Script	Contig_44	85.3
APR-006	River Water	2024-11-04	Pretoria North - Apies River	-25.67	28.187	vanA, mecA	Resistant	red	16S rRNA	24.70	7.25	348	5.33	539	ISO-2026-44-4	Pseudomonas aeruginosa	Automated Script	Contig_44	98.4
APR-002	River Water	2024-11-11	Groenkloof - Apies River	-25.78	28.1957	blaNDM-1, mcr-1	Resistant	red	16S rRNA	25.44	6.05	517	6.10	802	ISO-2026-45-0	E. coli	Automated Script	Contig_45	95.3
APR-003	River Water	2024-11-11	Pretoria CBD	-25.746	28.201	qnrS1, strA	Intermediate	yellow	16S rRNA	25.30	6.87	436	6.13	676	ISO-2026-45-1	Klebsiella pneumoniae	Automated Script	Contig_45	87.0
APR-004	River Water	2024-11-11	Pretoria Zoo - Apies River	-25.735	28.188	blaNDM-1, mcr-1	Resistant	red	16S rRNA	25.75	6.06	552	5.70	855	ISO-2026-45-2	E. coli	Automated Script	Contig_45	97.8
APR-005	River Water	2024-11-11	Wonderboom - Apies River	-25.69	28.187	qnrS1, strA	Intermediate	yellow	16S rRNA	25.67	6.79	444	5.78	688	ISO-2026-45-3	E. coli	Automated Script	Contig_45	91.1
APR-006	River Water	2024-11-11	Pretoria North - Apies River	-25.67	28.187	ampC_intrinsic	Susceptible	green	16S rRNA	25.98	7.10	357	5.75	554	ISO-2026-45-4	Pseudomonas aeruginosa	Automated Script	Contig_45	86.7
APR-002	River Water	2024-11-18	Groenkloof - Apies River	-25.78	28.1957	vanA, mecA	Resistant	red	16S rRNA	25.93	6.03	541	5.22	839	ISO-2026-46-0	Enterococcus faecalis	Automated Script	Contig_46	97.5
APR-003	River Water	2024-11-18	Pretoria CBD	-25.746	28.201	acrB, tolC	Susceptible	green	16S rRNA	26.88	6.82	428	5.13	664	ISO-2026-46-1	E. coli	Automated Script	Contig_46	88.0
APR-004	River Water	2024-11-18	Pretoria Zoo - Apies River	-25.735	28.188	qnrS1, strA	Intermediate	yellow	16S rRNA	25.75	6.14	598	5.97	927	ISO-2026-46-2	Klebsiella pneumoniae	Automated Script	Contig_46	91.2
APR-005	River Water	2024-11-18	Wonderboom - Apies River	-25.69	28.187	vanA, mecA	Resistant	red	16S rRNA	25.52	6.65	452	5.43	701	ISO-2026-46-3	Enterococcus faecalis	Automated Script	Contig_46	89.1
APR-006	River Water	2024-11-18	Pretoria North - Apies River	-25.67	28.187	vanA, mecA	Resistant	red	16S rRNA	25.75	7.24	358	5.95	555	ISO-2026-46-4	E. coli	Automated Script	Contig_46	97.7
APR-002	River Water	2024-11-25	Groenkloof - Apies River	-25.78	28.1957	vanA, mecA	Resistant	red	16S rRNA	26.92	6.22	1211	5.43	1877	ISO-2026-47-0	E. coli	Automated Script	Contig_47	96.0
